,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISBSG dataÿ       Release               February 2015,6760 rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rating,Rating,Software Age,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Sizing,Sizing,Sizing,Sizing,Effort,Effort,Effort,Productivity,Productivity,Productivity,Other Metrics,Other Metrics,Other Metrics,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Quality Delivered,Quality Delivered,Quality Delivered,Quality Delivered,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Architecture,Architecture,Architecture,Architecture,Architecture,Architecture,Architecture,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,Project Attributes,Project Attributes,Project Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Other Size,Other Size,Other Size
32450,B,A,1997,,,,,Enhancement,,,,IFPUG 4+,146,M1,146,1.00,612,612,612,4.2,4.2,4.2,,48.7,24.3,3.0,0.00,Jul-1997,Planning;Specification;Build;Test;,264,41,,181,122,,4,,,,,,,,,,,,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wholly manual;,CPM4.0;Addendum to existing standards;,CPM4.0;Addendum to existing standards;,Don't Know;,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,,,,,,,,,Staff hours (recorded),1,2,2,,,,,,,,,,,,,,,,,,
32454,B,B,2011,Manufacturing,Manufacturing;,Business Application,Project's management;,Enhancement,PC,3GL,Java,IFPUG 4+,126,M1,126,,,2614,2405,,20.7,19.1,0.0,13.5,,9.3,,24-Jan-2011,Specification;Design;Build;Test;Implement;,,,,,,,,,,,0,General;,,,,,,,No,,Client server,Yes,,,Client server;,,,,,,,,,,,Budget;Project Schedule;Proposal/Tender;,Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;,,,,Source Code/Objects;Database Objects;,Unit Testing;Software Integration;,Test Plans/Designs;Incident/Defect Lists;Test Data;,,,,Wholly manual;,Addendum to existing standards,IFPUG 4.1;Addendum to existing standards;,,,JEE;,Linux;,,,Oracle;,,,,,,,,,,,,,Yes,Yes,Developed In-house;,,,,,In House;Medium relationship;,,,Staff hours (recorded),,,,,,,,,,,,,,,,,,,,,
32460,B,C,2006,Communication,Communications;,Real-Time Application,Embedded system/real-time application;,Enhancement,,4GL,,IFPUG 4+,,S,33,,1663,1663,1663,,,50.4,,,,,,2006,,,,,,,,1663,,,,,,,,,,,,,,,,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Count does not include points for code tables;,,5GL;,,,,Interactive;,,,,Web;,,,,,,,,,,Yes,,,,,,,DE   (Mobile or Device Embedded),,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
32461,A,,2002,Banking,Banking;,Business Application,Financial transaction process/accounting;,New Development,MF,3GL,COBOL,COSMIC,11,XS,,,1370,1370,1370,124.5,124.5,124.5,90.9,0.8,0.1,13.0,4.0,28-Jun-2002,Planning;Specification;Design;Build;Test;Implement;,,,,,,,1370,,1,,1,,,,,,,,,,Client server,Yes,Business logic or rule processing;,Database server;Messaging server;Security/authentication;,,,,,,,,,,,,Budget;Business Case;Feasibility Study;Project Schedule;Proposal/Tender;Resource Plan;Risk Analysis;,System Concept Document;Requirements Specification;Functional Specification;System Analysis Report;Logical Data/ER Model;Data Flow Model;,SDM;,Technical Specification;Database/Data File Design;Software Interface Designs;Detailed Design Documents;,Structured Design;Design Review/Inspection;,Source Code/Objects;Database Objects;Unit Test Plans/Designs;Integration Scripts/Checklist;Stubs & Drivers;,Unit Testing;Code Review/Inspection;Software Integration;,Test Plans/Designs;Test Scripts/Harnesses;Test Data;Incident/Defect Lists;,,Installation Procedures;Operation/Admin. Manual;,Prepare for Delivery/Installation;Acceptance/Beta Testing;,Manual supported by a tool;,COSMIC 2.2,COSMIC 2.2;,,,COBOL;,CICS;,,No,DB2;,MQ;,No,No,,,COBOL;,IBM Mainframe;,DB2;,No,No,No,,No,Yes,Combined Developed/Purchased;,,1,,,"Customer, users & team in same org;",,,Recorded work on project tasks each day,1,9-14,10,4.3,50%,,,,,,,11,,,3,4,2,2,,,
32463,B,B,2007,Government,Government;Defence;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,COBOL,IFPUG 4+,109,M1,109,,909,909,909,8.3,8.3,8.3,0.0,5.0,,21.6,,2007,,,,,,,,909,0,0,,0,,Software-CMM Level 3,,,,,,,,Stand alone,No,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,Mainframe;,COBOL;ASSEMBLER;,,,,,,,,Reporting;,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
32466,B,B,2012,Medical & Health Care,Medical and Health Care;,,not recorded;,Enhancement,,,,IFPUG 4+,32,S,32,,2343,2343,1851,73.2,73.2,57.8,,5.3,0.2,6.0,,13-Jul-2012,Planning;Specification;Build;Test;Proj Management;,91,103,0,884,583,0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,21-30,29,,,,,,,,,,,,,,,,,,
32472,C,C,2000,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,PL/I,IFPUG 4+,,,,,320,320,320,,,,,,,2.5,0.00,15-Nov-2000,Planning;Specification;Build;,,,,,,,320,,,,,Don't Know;,,,,,,,No,,,Don't Know,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,MF;,PL/I;,MVS ESA;,,,IMS;,,,,,,,,,,,,,No,Don't Know,,,,,,,,,Staff hours (recorded),1,,,,100%,Unable to estimate,,,,,,,,,,,,,,,
32477,B,B,2010,Manufacturing,Manufacturing;,Business Application,Cars selling;,Enhancement,MF,3GL,PL/I,IFPUG 4+,58,S,58,,,702,702,,12.1,12.1,34.5,5.7,,10.1,,03-Jun-2010,Specification;Design;Build;Test;Implement;,,,,,,,,,,,2,Sales;,,,,,,,No,,Stand alone,No,,,Mainframe;,,,,,,,,,,,Budget;Project Schedule;Proposal/Tender;,Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;,,,,Source Code/Objects;Database Objects;,Unit Testing;Software Integration;,Test Plans/Designs;Incident/Defect Lists;Test Data;,,,,Wholly manual;,IFPUG 4.1,IFPUG 4.1;Addendum to existing standards;,,,PL/I;,MVS;,,,DB2;,,,,,,,,,,,,,,Yes,Developed In-house;,,,,,"Customer & users 1 org, team in another;Purchased;",,,Staff hours (recorded),3,,,,,,,,,,,,,,,,,,,,
32478,B,B,1999,Government,Government;,Business Application,Government;,New Development,PC,4GL,DELPHI,IFPUG 4+,313,M2,313,,1730,1730,1730,5.5,5.5,5.5,,14.0,14.0,22.3,,10-Feb-1999,,,,,,,,1730,,,,,,,,,,,,,,,,,,,,,Rapid Application Development (RAD);,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,Delphi;,,,,,,,,,,,,,,,,,,,,,,,,,,,Timesheets,1,1,1,,,,,,,,,313,,,,,,,,,
32484,B,B,1997,Insurance,Insurance;,Business Application,Transaction/Production System;,Enhancement,MF,ApG,HPS,IFPUG 4+,203,M1,217,,,426,426,,2.1,2.0,0.0,50.8,,4.0,0.00,Oct-1997,Planning;Specification;Build;Test;Implement;,,,,,,,,0,0,0,0,Financial (excluding Banking);,,,,,,,No,,Stand alone,No,,,,,,,,,,,,,,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4;Addendum to existing standards;,IFPUG 4;Addendum to existing standards;,Combined all tables into a single file;,HDS EX100;,,MVS ESA;,,No,DL/1;,,,,HPS - a code generator by SEER Technologies;,,,,,,,,,Yes,Yes,Developed In-house;,,1,,,In-house for internal business unit;,,,'Productive' time only (recorded),4,,,,,Don't Know,60,47,31,30,35,203,0,0,,,,,,Unable to estimate;,
32486,B,A,1995,Banking,Banking;,Business Application,Office Information System;,New Development,MF,4GL,EASYTRIEVE,IFPUG 4+,436,M2,436,1.00,1989,1989,1989,4.6,4.6,4.6,,36.3,9.1,12.0,0.00,Mar-1995,,210,398,,1148,105,128,0,,,,,Banking;,,,,,,,No,,,Don't Know,,,,,,,Prototyping;,,,,,,Yes,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4,IFPUG 4;,Counted each table as a logical file;,IBM 3090;IBM PC;,COBOL;EASYTRIEVE;Visual Basic;FOXPRO;,MVS ESA;Windows;,,FILE-AID;,IMS;ACCESS;,,,,"Novell Networks, Server;",,,,,,,,,No,Yes,Combined Developed/Purchased;,2,5,,5,In-house for internal business unit;,,,Staff hours (recorded),1,3-4,4,1.8,,,86,51,76,213,10,436,,,,,,,,,
32487,B,B,2012,Medical & Health Care,Medical and Health Care;,,not recorded;,Enhancement,,,,IFPUG 4+,19,XS,19,,3398,3398,3024,178.8,178.8,159.2,,1.6,0.0,12.0,,01-Dec-2012,Planning;Design;Build;Test;Implement;Proj Management;,5,0,430,624,1220,111,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,31-40,34,,,,,,,,,,,,,,,,,,
32488,B,B,2012,Medical & Health Care,Medical and Health Care;,,not recorded;,Enhancement,,,,IFPUG 4+,15,XS,15,,1625,1625,1625,108.3,108.3,108.3,,1.2,0.1,13.0,,29-May-2012,Planning;Specification;Design;Build;Test;Implement;Proj Management;,10,162,40,674,550,24,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,21-30,21,,,,,,,,,,,,,,,,,,
32490,C,B,2007,Insurance,Insurance;,,,Enhancement,Multi,3GL,PL/I,FiSMA,154,M1,,,2756,2756,1185,17.9,17.9,7.7,,,,10.6,0.60,10-May-2007,Design;Test;Implement;,,,228,,442,515,0,,,,,,,,,,,,,,Multi-tier,,,,,,,,,,,,,,,,,,,,,,,,,,Automated by a tool;,FiSMA,FiSMA;,,Multi Platform;,PL/I;,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
32491,B,B,2004,,,Business Application,Financial application area;,Enhancement,Multi,3GL,Java,IFPUG 4+,98,S,98,,627,627,627,6.4,6.4,6.4,,24.5,,4.0,,,,,,,,,,627,,,,,,,,,,,,,,Multi-tier with web public interface,,,,,Web;,Web,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,Web;,Java / J2EE;,,,,Interactive;,,,,Average Complexity;,,,,,,,,,,Yes,Traditional;,,,,,,,,Staff hours (derived),1,,,,,,,,,,,,,,,,,,,,
32495,C,A,2005,Government,Government;,Business Application,Management or performance reporting;Online analysis and reporting;,Enhancement,Multi,3GL,Java,IFPUG 4+,49,S,49,1.00,1024,1024,1024,20.9,20.9,20.9,0.0,7.0,1.8,7.0,0.00,08-Dec-2005,Planning;Specification;Design;Build;Test;Implement;,,,,,,,1024,0,0,0,0,,,,,,,,,,Client server,Yes,Data entry & validation;Data retrieval & presentation;Web/HTML browser;,Database server;File &/or print server;HTML/web server;Object/component server;Security/authentication;,,,,,,,,,,,,Project Schedule;Proposal/Tender;Resource Plan;,System Concept Document;,Timeboxing;,Graphical Look & Feel;Component Designs;Detailed Design Documents;,Design Review/Inspection;,Source Code/Objects;,Unit Testing;Software Integration;System Integration;,Test Plans/Designs;Test Data;Incident/Defect Lists;,,End user Manual or Help;,Prepare for Delivery/Installation;,Manual supported by a tool;,IFPUG 4.2,IFPUG 4.2;,IFPUG rules;,,Java;,All-SAP;,SAP Net Weaver development;,SAP Net Weaver development;,DB2;,,,,,,ABAP;,,,,,,,,Yes,Combined Developed/Purchased;,,,,,"Customer & users 1 org, team in another;",,,Recorded work on project tasks each day,1,3-4,4,,,,20,11,18,0,0,41,8,0,,,,,,,
32496,B,B,2004,,,Business Application,Financial application area;,Enhancement,Multi,3GL,Java,IFPUG 4+,151,M1,151,,1374,1374,1374,9.1,9.1,9.1,,17.2,,8.8,,,,,,,,,,1374,,,,,,,,,,,,,,Multi-tier with web public interface,,,,,Web;,Web,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,Web;,Java / J2EE;,,,,Interactive;,,,,Average Complexity;,,,,,,,,,,Yes,Traditional;,,,,,,,,Staff hours (derived),1,,,,,,,,,,,,,,,,,,,,
32499,A,A,2006,Government,Government;,Business Application,Financial transaction process/accounting;,Enhancement,Multi,4GL,ABAP,IFPUG 4+,708,M2,708,1.00,2946,2946,2946,4.2,4.2,4.2,0.0,78.7,11.2,9.0,0.00,01-Nov-2006,Planning;Specification;Design;Build;Test;Implement;,,,,,,,2946,0,0,0,0,,,,,,,,,,Client server,Yes,Run a computer-human interface;Data entry & validation;Data retrieval & presentation;,Database server;File &/or print server;Security/authentication;,,,,,,,,,,,,Project Schedule;Resource Plan;Risk Analysis;,Functional Specification;System Analysis Report;Use Case Model;,Specification Review;,System Architecture Spec;,Design Review/Inspection;,Source Code/Objects;Database Objects;,Unit Testing;System Integration;,Test Plans/Designs;Test Data;Incident/Defect Lists;,,Installation Procedures;Release Description/Notes;,Prepare for Delivery/Installation;Acceptance/Beta Testing;,Manual supported by a tool;,IFPUG 4.2,IFPUG 4.2;,IFPUG rules;,,ABAP;,All;,SAP R/3;,SAP R/3;,DB2;,,,,,,,,,,,,,,Yes,Combined Developed/Purchased;,,,,,"Customer & users 1 org, team in another;",,,Recorded work on project tasks each day,1,5-8,7,7,,,387,66,130,125,0,443,265,0,,,,,,,
32502,B,A,2000,Banking,Banking;,Business Application,Financial transaction process/accounting;,New Development,MF,,SAPIENS,IFPUG 4+,101,M1,101,,1101,1101,1101,10.9,10.9,10.9,,33.7,,3.0,0.00,30-Sep-2000,don't know,,,,,,,1101,,,,,Don't Know;,,,,,,,No,,,Don't Know,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,MF;,SAPIENS;,MVS ESA;,,,DB2;,,,,,,,,,,,,,No,Don't Know,,,,,,,,,Staff hours (recorded),1,,,,100%,under 5%,8,10,12,28,43,101,,,,,,,,,
32505,B,B,2004,,,Business Application,Financial application area;,Enhancement,Multi,4GL,,IFPUG 4+,223,M1,223,,1360,1360,1360,6.1,6.1,6.1,,38.4,,5.8,,,,,,,,,,1360,,,,,,,,,,,,,,Multi-tier / Client server,Yes,,,,Client Server;,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,Client/server;,4GL;,,,,Interactive;,,,,Average Complexity;,,,,,,,,,,Yes,Traditional;,,,,,,,,Staff hours (derived),1,,,,,,,,,,,,,,,,,,,,
32506,B,A,1999,,,,,Enhancement,,,,IFPUG 4+,400,M2,400,1.00,2350,2350,2350,5.9,5.9,5.9,,44.4,4.4,9.0,0.00,Mar-1999,Planning;Specification;Build;Test;,40,80,,1500,700,,30,,,,,,,,,,,,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wholly manual;,CPM4.0;Addendum to existing standards;,CPM4.0;Addendum to existing standards;,Don't Know;,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,,,,,,,,,Staff hours (recorded),1,9-14,10,5,,,,,,,,,,,,,,,,,
32518,B,B,2013,Medical & Health Care,Medical and Health Care;,,not recorded;,Enhancement,,,,IFPUG 4+,28,XS,28,,473,473,430,16.9,16.9,15.4,,5.6,0.4,5.0,,10-Apr-2013,Specification;Design;Build;Test;Implement;Proj Management;,0,64,96,173,12,6,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,9-14,14,,,,,,,,,,,,,,,,,,
32519,B,B,2007,Insurance,Insurance;,,,New Development,MF,3GL,PL/I,FiSMA,153,M1,,,1276,1276,1276,8.3,8.3,8.3,,,,14.0,,15-Jan-2007,,,,,,,,1276,,,,,,,,,,,,,,Stand alone,,,,,,,,,,,,,,,,,,,,,,,,,,Automated by a tool;,FiSMA,FiSMA;,,MAINFRAME;,PL/I;,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
32525,B,B,2012,Medical & Health Care,Medical and Health Care;,,not recorded;,Enhancement,,,,IFPUG 4+,8,XXS,8,,1253,1253,1115,156.6,156.6,139.4,,0.6,0.0,14.0,,31-Dec-2012,Planning;Design;Build;Test;Implement;Proj Management;,2,0,416,342,210,33,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,15-20,18,,,,,,,,,,,,,,,,,,
32529,B,,2007,Banking,Banking;,Business Application,Financial transaction process/accounting;,New Development,PC,3GL,C++,COSMIC,237,M1,,,2944,2944,2679,12.4,12.4,11.3,,5.4,,44.0,,12-Jul-2007,,,0,0,377,0,2302,0,,,,,,,"CMMI Level-1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wholly manual;,COSMIC 3.0,COSMIC 3.0;,,,C++;,Windows;,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
32534,B,A,2002,Medical & Health Care,Medical and Health Care;,Business Application,Sales contact management;,Enhancement,Multi,3GL,C,IFPUG 4+,117,M1,117,,308,308,308,2.6,2.6,2.6,,43.3,,2.7,0.00,13-Sep-2002,Planning;Specification;Build;Test;,,,,,,,308,,,,,Don't Know;,,,,,,,No,,Multi-tier / Client server,Yes,,,,C/S;,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,PC;,C;SQL;BASIC;,Windows 98;Windows NT 4.0;,,,Oracle;,,,,,,,,,,,,,No,Don't Know,,,,,,,,,Staff hours (recorded),1,,,,,Unable to estimate,6,5,15,91,0,32,85,0,,,,,,,
32539,B,B,2000,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,MF,4GL,Oracle,NESMA,68,S,68,,385,602,385,5.7,8.9,5.7,14.7,68.0,,1.0,,Mar-2000,Build;Test;,,,,,,,385,1,,,1,,,,,,,,No,,Stand alone,No,,,,,,,,,,,,,,,,,,,,,,,,,Manual;,Nesma Onderh.,Nesma Onderh.;,Combined all tables into a single file;,UNIX Minicomputer;,Oracle;,UNIX;,,,,,,,,,,,,,,,,,,,,,,,In-house for internal business unit;,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,"1,760",Less than 5% of recorded;,
32544,B,B,2011,Medical & Health Care,Medical and Health Care;,,not recorded;,Enhancement,,,,IFPUG 4+,24,XS,24,,9251,9251,9251,385.5,385.5,385.5,,2.4,0.0,10.0,,08-Apr-2011,Planning;Specification;Design;Build;Test;Implement;Proj Management;,560,24,441,741,3426,491,3568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,91-100,100,,,,,,,,,,,,,,,,,,
32558,B,A,2000,,,Business Application,Micro Marketing;,Enhancement,MF,,NCR teradata scripting,IFPUG 4+,98,S,108,1.10,1769,1769,1256,18.1,18.1,11.6,,11.0,7.3,8.9,0.00,27-Mar-2000,,,,,568,496,192,0,,,,,,,,,,,,No,,Multi-tier,No,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.0,IFPUG 4.0;,,Mainframe30%;Midrange 60%;4700 10%;,NCR teradata scripting;,MVS;,,,Teradata 85%;COBOL 15%;,,,,,,,,,,,,,No,Yes,Developed In-house;,,,,,,,,Staff hours (recorded),1,1,1.5,,,,,,,,,,,,,,,,,,
32560,B,B,2008,Government,Government;Defence;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,COBOL,IFPUG 4+,22,XS,22,,277,277,277,12.6,12.6,12.6,0.0,1.1,,20.7,,2008,,,,,,,,277,0,0,,0,,Software-CMM Level 4,,,,,,,,Stand alone,No,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,Mainframe;,COBOL;ASSEMBLER;,,,,,,,,Reporting;,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
32564,A,A,1997,Banking,Banking;,Business Application,Management Information System;,New Development,MR,3GL,C++,IFPUG 4+,962,M2,1106,1.15,,19034,16560,,19.8,15.0,,48.1,,20.0,0.00,Nov-1997,Planning;Specification;Build;Implement;,,,,,,,,,,,,Banking;,,,,,,,No,,Client server,Yes,,,Unix;,"Client: presentation, processing;",,Multifunctional Teams;,Business Area Modelling;Data Modelling;Event Modelling;Process Modelling;Prototyping;Object Oriented Analysis;Object Oriented Design;Regression Testing;,,,,,,Yes,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4,IFPUG 4;,Combined all tables into a single file;,SUN;,C++;,UNIX;,,Don't Know,SYBASE;,,,,,,,,,,,,,Yes,Yes,Developed In-house;,1,4,,>100,In-house for internal business unit;,,,Staff hours (derived),2,,,,,,410,267,108,152,25,962,,,,,,,,,
32565,B,B,2003,Communication,Communications;,Business Application,Business;Network Management;,Enhancement,MF,ApG,COOL:Gen,NESMA,287,M1,287,,1686,2634,1686,5.9,9.2,5.9,,143.5,,2.0,,,Design;Build;Test;,,,,,,,1686,,,,,,,,,,,,,,Client server,Yes,,,,,,,,,,,,,,Budget;Project Schedule;Resource Plan;,Logical Data/ER Model;Functional Specification;,,Database/Data File Design;Detailed Design Documents;Software Interface Designs;,,Source Code/Objects;Unit Test Plans/Designs;Database Objects;,,Test Plans/Designs;Test Data;Incident/Defect Lists;,,Installation Procedures;Release Description/Notes;Incident/Defect Lists;Operation/Admin. Manual;Data Establishment Process;,,Manual detailed;,NESMA 2.0,NESMA 2.0;,,Client/server;,COOL:Gen (v4.1);,UNIX;,,,Oracle;,,,,,,CRYSTAL;C;,,,,,,"Second language 3%, 3rd language 1%;",,Yes,Developed In-house;,,,,,,,,Recorded hours on each project/day/week,1,,,,,,,,,,,,,,,,,,"10,080",LOC Count Method Manual;,
32574,A,A,1999,Government,Public Administration;Community Services;Insurance;,Business Application,Transaction/Production System;,Enhancement,MF,3GL,COBOL,IFPUG 4+,12,XS,12,1.00,129,143,129,10.8,11.9,10.8,0.0,4.0,2.0,3.0,,May-1999,Specification;Build;Test;Implement;,,,,,66,,63,,0,,0,Insurance;,,,,,,,,,Stand alone,No,,,,,,,Data Modelling;Process Modelling;,,,,,,,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4.1,IFPUG 4.1;,Combined all tables into a single file;,IBM 390;,DELTA;COBOL;,MVS;,,Viasoft Debugging;,VSAM;,,,,,,,,,,,,,Yes,Yes,Developed In-house;,1,7,,,In-house for external business unit;,,,'Productive' time only (recorded),1,2,2,1,70%,Missing 30% For support and Business Users,,,,,,,,,,,,,,,
32576,B,B,2005,Communication,Communications;,Mathematically-Intensive Application,relatively complex application;,Enhancement,Multi,4GL,,IFPUG 4+,31,S,31,,1106,1106,1106,35.7,35.7,35.7,,,,,,first Quarter 2005,,,,,,,,1106,,,,,,,,,,,,,,Multi-tier with web interface,Yes,,,,Web;,Web,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,IFPUG 4.2,IFPUG 4.2;,Code data not counted;,Web;,4GL;,,,,Interactive;,,,,,,,,,,,,,,Yes,,,,,,Outsourced for internal business unit;,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
32577,A,A,2000,Communication,Communications;,Business Application,Interactive Voice Response;,New Development,MR,3GL,PERIPHONICS,IFPUG 4+,95,S,99,1.04,634,634,526,6.7,6.7,5.3,,23.8,,4.0,,Dec-2000,Specification;Build;Test;,,121,,338,67,,0,,,,,Telecommunications;,,,,,,,,,Stand alone,No,,,,,,Rapid Application Development (RAD);,,,,,,,,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4.0 & Addendum to existing standards,Addendum to existing standards;,Counted each table as a logical file;,SUN;,PERIPHONICS;,SUN;,,,,,,,,,,,,,,,,,Yes,Developed In-house;,1,20,,500,Outsourced for internal business unit;,,,Staff hours (recorded),1,,,,100%,,13,32,3,42,5,95,,,,,,,,,
32579,B,B,2004,,,,,Enhancement,MR,3GL,C++,IFPUG 4+,4,XXS,4,,278,278,278,69.5,69.5,69.5,,2.0,,2.0,,27-Apr-2004,From Feasibility to Implementation;,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.0,IFPUG 4.0;,,Midrange;,C++;,,,,,,,,,,,,,,,,,,,,,,,,,,,Recorded hours on each project/day/week,1,,,,,,,,,,,,,,,,,,,,
32583,B,A,1997,Utilities,"Electricity, Gas, Water;",Business Application,Management Information System;,New Development,PC,4GL,Access,IFPUG old,202,M1,202,1.00,599,740,599,3.0,3.7,3.0,,22.4,7.5,9.0,3.0,,Planning;Build;Test;Implement;,61,,,,,,538,,,,,Engineering;,,,,,,,No,,Stand alone,No,,,,,,Multifunctional Teams;,Data Modelling;Prototyping;Object Oriented Analysis;,,,,,,Yes,,,,,,,,,,,,Wholly manual;Manual supported by a tool;,IFPUG 3;Addendum to existing standards;,IFPUG 3;Addendum to existing standards;,Combined all tables into a single file;,INTEL 486+;,ACCESS;,Windows;,,No,ACCESS;,,,,One application for data entry and reporting.;,,,,,,,,,Yes,Yes,Developed In-house;,1,1,,1,Outsourced for internal business unit;,,,Staff hours (recorded),1,3-4,3,1.6,,,65,68,10,59,0,202,,,,,,,,,
